source,translated,language
translate to Hindi: Toggles whether to show time as busy,टॉगल करें कि क्या समय व्यस्त दिखाना है,Hindi
translate to Hindi: Chilubi,चिलीafghanistan. kgm,Hindi
translate to Hindi: Go on record.,रिकार्ड पर जाएं।,Hindi
translate to Hindi: Previous Split View,पिछला दृश्य,Hindi
"translate to Hindi: Ask them to call their witness who will testify that God has made certain things unlawful. Even if they do testify, do not testify with them. Do not follow the desires of those who have rejected Our revelations and the pagans who do not believe in the Day of Judgment.",फिर अगर वही चाहता तो तुम सबकी हिदायत करता (ऐ रसूल) तुम कह दो कि ( अच्छा) अपने गवाहों को लाकर हाज़िर करो जो ये गवाही दें कि ये चीज़े (जिन्हें तुम हराम मानते हो) खुदा ही ने हराम कर दी हैं फिर अगर (बिलग़रज़) वह गवाही दे भी दे तो (ऐ रसूल) कहीं तुम उनके साथ गवाही न देना और जिन लोगों ने हमारी आयतों को झुठलाया और आख़िरत पर ईमान नहीं लाते और दूसरों को अपने परवरदिगार का हम सर बनाते है उनकी नफ़सियानी ख्वाहिशों पर न चलना,Hindi
translate to Hindi: We shall take you slowly towards ease.,हम तुम्हें सहज ढंग से उस चीज़ की पात्र बना देंगे जो सहज एवं मृदुल (आरामदायक) है,Hindi
translate to Hindi: Case sensitive,केस सेंसिटिव,Hindi
translate to Hindi: And all that is in the heavens and the earth belongs to God; and everything is well within the compass of God.,और जो कुछ आसमानों में है और जो कुछ ज़मीन में है (ग़रज़ सब कुछ) ख़ुदा ही का है और ख़ुदा ही सब चीज़ को (अपनी) कुदरत से घेरे हुए है,Hindi
translate to Hindi: Oh!,ओह!,Hindi
translate to Hindi: Udon-Thani,"उडान- थाईCity name (optional, probably does not need a translation)",Hindi
"translate to Hindi: Then when she came, it was said to her, “Is your throne like this? She said, “As if this is it! And we came to know about this incident beforehand and submit (to you).”","जब वह आई तो कहा गया, ""क्या तुम्हारा सिंहासन ऐसा ही है?"" उसने कहा, ""यह तो जैसे वही है, और हमें तो इससे पहले ही ज्ञान प्राप्त हो चुका था; और हम आज्ञाकारी हो गए थे।""",Hindi
translate to Hindi: And what can make you know what is [breaking through] the difficult pass?,और तुमको क्या मालूम कि घाटी क्या है,Hindi
translate to Hindi: Batesburg,"बातेसबर्गCity name (optional, probably does not need a translation)",Hindi
"translate to Hindi: Dad! Dad, look!",देखिए !,Hindi
translate to Hindi: Do you want to see the garden?,-क्या बगीचा देखना चाहेंगे?,Hindi
translate to Hindi: We both are not married.,हम दोनों शादीशुदा नहीं हैं.,Hindi
translate to Hindi: Reading magic string failed.,मैजिक स्ट्रिंग पढ़ने में असफल.,Hindi
"translate to Hindi: O children of Israel, call to mind My favor which I bestowed on you and that I made you excel the nations.",बनी इसराईल मेरी उन नेअमतों को याद करो जो मैंनं तुम को दी हैं और ये कि मैंने तुमको सारे जहाँन पर फज़ीलत दी,Hindi
translate to Hindi: 1 day before appointment,मुलाकात के 1 दिन पहले,Hindi
translate to Hindi: These people (disbelievers) love the worldly life and neglect the terrifying day which will come.,ये लोग यक़ीनन दुनिया को पसन्द करते हैं और बड़े भारी दिन को अपने पसे पुश्त छोड़ बैठे हैं,Hindi
translate to Hindi: With encouragement from Principal Sandhya Medpallivaar the teachers and students built the fort out of clay.,प्रधानाध्यापक संध्या मेडपल्लीवार के प्रोत्साहित करने पर शिक्षकों व विद्यार्थियों ने मिट्टïी से किले का निर्माण किया।,Hindi
translate to Hindi: Evolution Alarm Notify,एवोल्यूशन Elm आयातक,Hindi
translate to Hindi: Rule number one:,पहला नियम:,Hindi
translate to Hindi: & Follow Last Link,अंतिम जांची गई कड़ी पर जाएँ,Hindi
translate to Hindi: No account setup for this folder. Please try running a sync before this.,इस फ़ोल्डर के लिए कोई एकाउन्ट सेटअप नहीं. इसके पहले सिंक चलाने की कोशिश करें.,Hindi
translate to Hindi: Angular Distance,कोणीय दूरी,Hindi
translate to Hindi: So Allah gave them the reward of this world and better reward of the hereafter and Allah loves those who do good (to others).,तो ख़ुदा ने उनको दुनिया में बदला (दिया) और आख़िरत में अच्छा बदला ईनायत फ़रमाया और ख़ुदा नेकी करने वालों को दोस्त रखता (ही) है,Hindi
translate to Hindi: & Download Example Databases...,उदाहरण डाटाबेसेस डाउनलोड करें... (D),Hindi
translate to Hindi: Woe to every guilty impostor,"तबाही है हर झूठ घड़नेवाले गुनहगार के लिए,",Hindi
translate to Hindi: The pilgrimage to the mountain is painful.,पर्वत की तीर्थ यात्रा दर्दनाक होती है.,Hindi
translate to Hindi: The operations you want,अधिकतम मुख्य अंशः,Hindi
translate to Hindi: The finder's fee is 3%.,खोजक फीस 3% है.,Hindi
translate to Hindi: and He will forgive you your sins and admit you into Gardens with rivers flowing under them. He will lodge you in fine dwellings in the Gardens of Eternity; that is indeed the supreme achievement.,(ऐसा करोगे) तो वह भी इसके ऐवज़ में तुम्हारे गुनाह बख्श देगा और तुम्हें उन बाग़ों में दाख़िल करेगा जिनके नीचे नहरें जारी हैं और पाकीजा मकानात में (जगह देगा) जो जावेदानी बेहिश्त में हैं यही तो बड़ी कामयाबी है,Hindi
translate to Hindi: - Oh.,- ओह.,Hindi
"translate to Hindi: And Abraham's wife was standing by and on hearing this she laughed. And We gave her the good news of (the birth of) Isaac, and after Isaac, of Jacob.",उसकी स्त्री भी खड़ी थी। वह इसपर हँस पड़ी। फिर हमने उसको इसहाक़ और इसहाक़ के बाद याक़ूब की शुभ सूचना दी,Hindi
translate to Hindi: Image View,छवि दृश्य,Hindi
translate to Hindi: - We'll meet him.,- हम उसे मिलेंगे.,Hindi
"translate to Hindi: Relate to them truly the account of Adam’s two sons. When the two of them offered an offering, it was accepted from one of them and not accepted from the other. [One of them] said, ‘Surely I will kill you.’ [The other one] said, ‘Allah accepts only from the Godwary.","और इन्हें आदम के दो बेटों का सच्चा वृतान्त सुना दो। जब दोनों ने क़ुरबानी की, तो उनमें से एक की क़ुरबानी स्वीकृत हुई और दूसरे की स्वीकृत न हुई। उसने कहा, ""मै तुझे अवश्य मार डालूँगा।"" दूसरे न कहा, ""अल्लाह तो उन्हीं की (क़ुरबानी) स्वीकृत करता है, जो डर रखनेवाले है।",Hindi
"translate to Hindi: So, when they despaired of him, they held a conference in private. The eldest among them said: ""Know you not that your father did take an oath from you in Allah's Name, and before this you did fail in your duty with Yusuf (Joseph)? Therefore I will not leave this land until my father permits me, or Allah decides my case (by releasing Benjamin) and He is the Best of the judges.",फिर जब यूसुफ की तरफ से मायूस हुए तो बाहम मशवरा करने के लिए अलग खड़े हुए तो जो शख़्श उन सब में बड़ा था (यहूदा) कहने लगा (भाइयों) क्या तुम को मालूम नहीं कि तुम्हार वालिद ने तुम लोगों से ख़ुदा का एहद करा लिया था और उससे तुम लोग यूसुफ के बारे में क्या कुछ ग़लती कर ही चुके हो तो (भाई) जब तक मेरे वालिद मुझे इजाज़त (न) दें या खुद ख़ुदा मुझे कोई हुक्म (न) दे मै उस सर ज़मीन से हरगिज़ न हटूंगा और ख़ुदा तो सब हुक्म देने वालो से कहीं बेहतर है,Hindi
translate to Hindi: No torrents loaded.,डाउनलोडेड,Hindi
translate to Hindi: Key was not removed,कुंजी हटाया नहीं गया है,Hindi
"translate to Hindi: Lo! We have revealed it, a Lecture in Arabic, that ye may understand.","हमने इसे अरबी क़ुरआन के रूप में उतारा है, ताकि तुम समझो",Hindi
translate to Hindi: Is this Indu's house?,क्या ये इंदु का घर है?,Hindi
translate to Hindi: Remote party host is offline,दूरस्थ होस्ट ऑफ़लाइन है,Hindi
"translate to Hindi: God promised you that one of the two parties would fall to you, and you wished that the one without sting should be yours, but God wanted to establish the truth by His words and cut off the root of those who denied the truth --","और याद करो जब अल्लाह तुमसे वादा कर रहा था कि दो गिरोहों में से एक तुम्हारे हाथ आएगा और तुम चाहते थे कि तुम्हें वह हाथ आए, जो निःशस्त्र था, हालाँकि अल्लाह चाहता था कि अपने वचनों से सत्य को सत्य कर दिखाए और इनकार करनेवालों की जड़ काट दे",Hindi
translate to Hindi: or giving food upon a day of hunger,या भूख के दिन रिश्तेदार यतीम या ख़ाकसार,Hindi
"translate to Hindi: ""Go back to them, and be sure we shall come to them with such hosts as they will never be able to meet: We shall expel them from there in disgrace, and they will feel humbled (indeed).""","उनके पास वापस जाओ। हम उनपर ऐसी सेनाएँ लेकर आएँगे, जिनका मुक़ाबला वे न कर सकेंगे और हम उन्हें अपमानित करके वहाँ से निकाल देंगे कि वे पस्त होकर रहेंगे।""",Hindi
translate to Hindi: while their brethren ceaselessly try to drag them into error.,उन काफिरों के भाई बन्द शैतान उनको (धर पकड़) गुमराही के तरफ घसीटे जाते हैं फिर किसी तरह की कोताही (भी) नहीं करते,Hindi
"translate to Hindi: Should any of your women commit an indecent act, produce against them four witnesses from yourselves, and if they testify, detain them in [their] houses until death finishes them, or Allah decrees a course for them.","और तुम्हारी स्त्रियों में से जो व्यभिचार कर बैठे, उनपर अपने में से चार आदमियों की गवाही लो, फिर यदि वे गवाही दे दें तो उन्हें घरों में बन्द रखो, यहाँ तक कि उनकी मृत्यु आ जाए या अल्लाह उनके लिए कोई रास्ता निकाल दे",Hindi
translate to Hindi: Are you gonna say anything?,आप कुछ भी कहने जा रहे हैं?,Hindi
translate to Hindi: There were warnings:,वहाँ चेतावनियाँ थीं:,Hindi
translate to Hindi: Set this option to show the filename below the image thumbnail.,छवि फ़ाइल नाम प्रदर्शित करने के लिए यह विकल्प सेट करें.,Hindi
"translate to Hindi: Every Tuesday morning, Dominique Bretodeau goes to buy a chicken.","हर मंगलवार की सुबह, Dominique Bretodeau Chicken खरीदने जाता है।",Hindi
translate to Hindi: Could not open %s: Unknown error,खोल नहीं सका %s को: अज्ञात त्रुटि,Hindi
"translate to Hindi: Alas for me! Ah, would that I had never taken such an one for friend!","हाय मेरा दुर्भाग्य! काश, मैंने अमुक व्यक्ति को मित्र न बनाया होता!",Hindi
translate to Hindi: Do you really want to disable your default calendar?,क्या आप वाकई अपने डिफ़ॉल्ट रिसोर्स को अक्षम करना चाहेंगे? @ action,Hindi
translate to Hindi: Allah does not love those who spend out of their wealth to make a show of it to people when they believe neither in Allah nor in the Last Day. And he who has taken Satan for a companion has indeed taken for himself a very bad companion.,और जो लोग महज़ लोगों को दिखाने के वास्ते अपने माल ख़र्च करते हैं और न खुदा ही पर ईमान रखते हैं और न रोजे आख़ेरत पर ख़ुदा भी उनके साथ नहीं क्योंकि उनका साथी तो शैतान है और जिसका साथी शैतान हो तो क्या ही बुरा साथी है,Hindi
"translate to Hindi: I'm saying if you teach, I'll be able to do cool stuff like that.","मेरा मतलब है अगर तुम सिखाओ, तो मैं ऐसे कमाल के कारनामे कर सकूँगा।",Hindi
translate to Hindi: Drones! Get inside! Get inside!,राजा अंदर जाओ अंदर जाओ,Hindi
translate to Hindi: Root Cause,मूल कारण,Hindi
translate to Hindi: What will she do but weep on the day of my birth?,"वह क्या करेंगे, लेकिन मेरे जन्म दिन पर रो?",Hindi
"translate to Hindi: Oh, he talked of these things but wasn't it really about Alexander and another population ready to obey him?","ओह, वह इन सब बातों की बात की... ... लेकिन यह सिकंदर और उसे मानने के लिए तैयार एक और जनसंख्या के बारे में वास्तव में नहीं था?",Hindi
translate to Hindi: We?,हम?,Hindi
"translate to Hindi: Our commandment is but one word, as the twinkling of an eye.",और हमारा आदेश (और काम) तो बस एक दम की बात होती है जैसे आँख का झपकना,Hindi
translate to Hindi: We just do a little business round this time of year.,हम सिर्फ एक छोटे से व्यवसाय साल के इस समय के दौर में है.,Hindi
translate to Hindi: Krypton,क्रिप्टॉन,Hindi
translate to Hindi: _Options,विकल्प (_O),Hindi
translate to Hindi: User-ID successfully added.,प्रमाणपत्र को डाउनलोड करने में असफल,Hindi
translate to Hindi: Failed Read,पढ़ने में विफल,Hindi
"translate to Hindi: And when there comes to them a Book from Allah, confirming what is with them,- although from of old they had prayed for victory against those without Faith,- when there comes to them that which they (should) have recognised, they refuse to believe in it but the curse of Allah is on those without Faith.",और जब उनके पास खुदा की तरफ़ से किताब (कुरान आई और वह उस किताब तौरेत) की जो उन के पास तसदीक़ भी करती है। और उससे पहले (इसकी उम्मीद पर) काफ़िरों पर फतेहयाब होने की दुआएँ माँगते थे पस जब उनके पास वह चीज़ जिसे पहचानते थे आ गई तो लगे इन्कार करने पस काफ़िरों पर खुदा की लानत है,Hindi
"translate to Hindi: Then We made the sperm into a clot of congealed blood; then of that clot We made a (foetus) lump; then we made out of that lump bones and clothed the bones with flesh; then we developed out of it another creature. So blessed be Allah, the best to create!",फिर हम ही ने नुतफ़े को जमा हुआ ख़ून बनाया फिर हम ही ने मुनजमिद खून को गोश्त का लोथड़ा बनाया हम ही ने लोथडे क़ी हड्डियाँ बनायीं फिर हम ही ने हड्डियों पर गोश्त चढ़ाया फिर हम ही ने उसको (रुह डालकर) एक दूसरी सूरत में पैदा किया तो (सुबहान अल्लाह) ख़ुदा बा बरकत है जो सब बनाने वालो से बेहतर है,Hindi
translate to Hindi: This is your past life's history.,ये आपके पिछले जीवन का इतिहास है.,Hindi
translate to Hindi: Be quiet. Don't talk in class.,शांत रहो। कक्षा के दौरान बात मत करो।,Hindi
translate to Hindi: Rasalhague,star name,Hindi
translate to Hindi: PyGTK (automake),PyGTK (automake),Hindi
translate to Hindi: He is still alive.,वो अभी भी जिन्दा है.,Hindi
translate to Hindi: Failed to cache message %s: %s,%s संदेश कैश करने में विफल: %s,Hindi
"translate to Hindi: (O Prophet and his followers), turn your face singlemindedly to the true Faith and adhere to the true nature on which Allah has created human beings. The mould fashioned by Allah cannot be altered. That is the True, Straight Faith, although most people do not know.","अतः एक ओर का होकर अपने रुख़ को 'दीन' (धर्म) की ओर जमा दो, अल्लाह की उस प्रकृति का अनुसरण करो जिसपर उसने लोगों को पैदा किया। अल्लाह की बनाई हुई संरचना बदली नहीं जा सकती। यही सीधा और ठीक धर्म है, किन्तु अधिकतर लोग जानते नहीं।",Hindi
translate to Hindi: Encountered incorrectly encoded content.,गलत एनकोडित सामग्री मिली.,Hindi
translate to Hindi: & Font Change...,फ़ॉन्ट बदलें... (F),Hindi
translate to Hindi: Facing Pages,आमने सामने के पृष्ठ,Hindi
translate to Hindi: What has this man done to merit such a penalty?,इस आदमी ने क्या किया है कि ऐसा जुर्माना लगे?,Hindi
translate to Hindi: He said: My Lord! help me against the mischievous people.,तब लूत ने दुआ की कि परवरदिगार इन मुफ़सिद लोगों के मुक़ाबले में मेरी मदद कर,Hindi
translate to Hindi: Input,इनपुट,Hindi
translate to Hindi: But his next creation is set to be even more ambitious.,लेकिन उसकी अगली रचना और भी अधिक महत्वाकांक्षी साबित होनेवाली है।,Hindi
translate to Hindi: There they shall abide forever: a blessed dwelling and a blessed resting place.,ये लोग उसी में हमेशा रहेंगें और वह रहने और ठहरने की अच्छी जगह है,Hindi
translate to Hindi: You shall ask no wage for it. It is nothing except a reminder to all mankind.,हालॉकि तुम उनसे (तबलीगे रिसालत का) कोई सिला नहीं मॉगते और ये (क़ुरान) तो सारे जहाँन के वास्ते नसीहत (ही नसीहत) है,Hindi
translate to Hindi: English (Singapore),अंग्रेजी (सिंगापोर),Hindi
translate to Hindi: Thus do We deal with the guilty.,हम गुनेहगारों के साथ ऐसा ही किया करते हैं,Hindi
translate to Hindi: Error preparing persona store '%s': %s,व्यक्तिगत स्टोर '%s' की तैयारी में त्रुटि : %s,Hindi
translate to Hindi: Message Flags,संदेश फ्लेग्स,Hindi
translate to Hindi: What's takin' you so long?,क्या इतने लंबे समय आप ले जा रहा है?,Hindi
"translate to Hindi: Happy birthday, little man.","माँ: जन्मदिन मुबारक हो, छोटे आदमी",Hindi
"translate to Hindi: Scott, they are ants.","स्कॉट, वे चींटियों हैं।",Hindi
"translate to Hindi: They say, ""Shall we be brought to life again after we die and turn into dust and bones?",भला जब हम मर जाएँगे और ख़ाक और हड्डियाँ रह जाएँगे,Hindi
translate to Hindi: and they cried loud lies to Our signs;,और इन लोगो हमारी आयतों को बुरी तरह झुठलाया,Hindi
translate to Hindi: Read Messages,संदेश पढ़ें,Hindi
translate to Hindi: Photo Path,तस्वीर पथ,Hindi
"translate to Hindi: This is how We explain Our revelations in various ways -- so that they might come to the point of saying, ""You have read this out to us,"" and that We might make it clear [that this is the truth] to those who are eager to know.","और इसी प्रकार हम अपनी आयतें विभिन्न ढंग से बयान करते है (कि वे सुने) और इसलिए कि वे कह लें, ""(ऐ मुहम्मद!) तुमनेकहीं से पढ़-पढ़ा लिया है।"" और इसलिए भी कि हम उनके लिए जो जानना चाहें, सत्य को स्पष्ट कर दें",Hindi
translate to Hindi: That's my point.,यही मेरा सवाल है.,Hindi
"translate to Hindi: second,seconds,s","सेंकेंड, सेंकेंड, से",Hindi
"translate to Hindi: When she was delivered, she said: ""O my Lord! Behold! I am delivered of a female child!""- and Allah knew best what she brought forth- ""And no wise is the male Like the female. I have named her Mary, and I commend her and her offspring to Thy protection from the Evil One, the Rejected.""",फिर जब वह बेटी जन चुकी तो (हैरत से) कहने लगी ऐ मेरे परवरदिगार (मैं क्या करूं) मैं तो ये लड़की जनी हूँ और लड़का लड़की के ऐसा (गया गुज़रा) नहीं होता हालॉकि उसे कहने की ज़रूरत क्या थी जो वे जनी थी ख़ुदा उस (की शान व मरतबा) से खूब वाक़िफ़ था और मैंने उसका नाम मरियम रखा है और मैं उसको और उसकी औलाद को शैतान मरदूद (के फ़रेब) से तेरी पनाह में देती हूं,Hindi
"translate to Hindi: So that He might make manifest to them that about which they differ, and that those who disbelieve might know that they were liars.",(दोबारा ज़िन्दा करना इसलिए ज़रुरी है) कि जिन बातों पर ये लोग झगड़ा करते हैं उन्हें उनके सामने साफ वाज़ेए कर देगा और ताकि कुफ्फार ये समझ लें कि ये लोग (दुनिया में) झूठे थे,Hindi
"translate to Hindi: O you who believe! When you meet (an enemy) force, take a firm stand against them and remember the Name of Allah much (both with tongue and mind), so that you may be successful.","ऐ ईमान लानेवालो! जब तुम्हारा किसी गिरोह से मुक़ाबला हो जाए तो जमे रहो और अल्लाह को ज़्यादा याद करो, ताकि तुम्हें सफलता प्राप्त हो",Hindi
translate to Hindi: No stash selected.,नहीं चयनित.,Hindi
translate to Hindi: Ville-Marie,"विले- मैरीCity name (optional, probably does not need a translation)",Hindi
translate to Hindi: Me likey.,मुझे पसंद आया।,Hindi
"translate to Hindi: Were it not for Allah's grace and mercy towards you in this world and in the Hereafter, a painful scourge would have visited you because of the things in which you were involved.",और अगर तुम लोगों पर दुनिया और आख़िरत में ख़ुदा का फज़ल (व करम) और उसकी रहमत न होती तो जिस बात का तुम लोगों ने चर्चा किया था उस की वजह से तुम पर कोई बड़ा (सख्त) अज़ाब आ पहुँचता,Hindi
"translate to Hindi: Would ye question your Messenger as Moses was questioned of old? but whoever changeth from Faith to Unbelief, Hath strayed without doubt from the even way.",(मुसलमानों) क्या तुम चाहते हो कि तुम भी अपने रसूल से वैसै ही (बेढ़ंगे) सवालात करो जिस तरह साबिक़ (पहले) ज़माने में मूसा से (बेतुके) सवालात किए गए थे और जिस शख्स ने ईमान के बदले कुफ्र एख़तेयार किया वह तो यक़ीनी सीधे रास्ते से भटक गया,Hindi
translate to Hindi: It's not good.,अच्छा नहीं लेफ्टिनेंट.,Hindi
"translate to Hindi: We called out: ""O Abraham,","और हमने उसे पुकारा, ""ऐ इबराहीम!",Hindi
"translate to Hindi: And they said, “God has taken a son.” Be He glorified. He is the Self-Sufficient. His is everything in the heavens and everything on earth. Do you have any proof for this? Or are you saying about God what you do not know?",लोगों ने तो कह दिया कि ख़ुदा ने बेटा बना लिया-ये महज़ लगों वह तमाम नकायस से पाक व पाकीज़ा वह (हर तरह) से बेपरवाह हैं व जो कुछ आसमानों में है और जो कुछ ज़मीन में है (सब) उसी का है (जो कुछ) तुम कहते हो( उसकी कोई दलील तो तुम्हारे पास है नहीं क्या तुम ख़ुदा पर) (यू ही) बे जाने बूझे झूठ बोला करते हो,Hindi
"translate to Hindi: (Muhammad), if the People of the Book argue against you, say, ""I and those who follow me have submitted ourselves to God."" Ask the People of the Book and the illiterate ones, ""Have you embraced Islam?"" If they embrace Islam, they will find guidance but if they turn away, your task is just to preach. God knows all about His servants.","अब यदि वे तुमसे झगड़े तो कह दो, ""मैंने और मेरे अनुयायियों ने तो अपने आपको अल्लाह के हवाले कर दिया हैं।"" और जिन्हें किताब मिली थी और जिनके पास किताब नहीं है, उनसे कहो, ""क्या तुम भी इस्लाम को अपनाते हो?"" यदि वे इस्लाम को अंगीकार कर लें तो सीधा मार्ग पर गए। और यदि मुँह मोड़े तो तुमपर केवल (संदेश) पहुँचा देने की ज़िम्मेदारी है। और अल्लाह स्वयं बन्दों को देख रहा है",Hindi
"translate to Hindi: If not for what they did... on the night, of your impossible task...","तो उन्होंने क्या किया के लिए नहीं ... रात को, अपने असंभव कार्य की ...",Hindi
translate to Hindi: Setup...,सेटअप... (S) Screen saver category,Hindi
translate to Hindi: Slideshow interval:,स्लाइडशो अंतरालः,Hindi
"translate to Hindi: And He is Allah – there is no God except Him; only His is the praise in this world and in the Hereafter; and only His is the command, and it is towards Him that you will be returned.",और वही ख़ुदा है उसके सिवा कोई क़ाबिले परसतिश नहीं दुनिया और आख़िरत में उस की तारीफ़ है और उसकी हुकूमत है और तुम लोग (मरने के बाद) उसकी तरफ लौटाए जाओगे,Hindi
"translate to Hindi: If you were going to quote a figure, make sure you say, ""Took part or were involved in loans,""","अगर तुम कोई आंकड़ा प्रस्तुत करने जा रही हो तो ये ज़रूर कहना कि, ""कर्ज़े दिलवाने में शामिल रहे हैं,""",Hindi
translate to Hindi: I forgot.,मैं भूल गया।,Hindi
translate to Hindi: View Attachment: %1,संलग्नक देखें:% 1,Hindi
"translate to Hindi: ""Will he crap his pants?""","""वह बकवास अपनी पैंट करेंगे?""",Hindi
"translate to Hindi: So We delivered him and his family, except his wife; she was one of those that tarried.",तब हमने उनको और उनके घर वालों को नजात दी मगर सिर्फ (एक) उनकी बीबी को कि वह (अपनी बदआमाली से) पीछे रह जाने वालों में थी,Hindi
translate to Hindi: Nay! those who disbelieve are in (the act of) giving the lie to the truth.,मगर कुफ्फ़ार तो झुठलाने ही (की फ़िक्र) में हैं,Hindi
translate to Hindi: - ( thuds ),- (Thuds),Hindi
translate to Hindi: Just be the person that she already thinks you are.,बस व्यक्ति होना वह पहले से ही सोचता है कि आप कर रहे हैं।,Hindi
"translate to Hindi: It is He who has created spouses, male and female,","और यह कि वही है जिसने नर और मादा के जोड़े पैदा किए,",Hindi
translate to Hindi: Write to File,फ़ाइल पर लिखें,Hindi
translate to Hindi: As instruction and reminder to every penitent creature.,"आँखें खोलने और याद दिलाने के उद्देश्य से, हर बन्दे के लिए जो रुजू करनेवाला हो",Hindi
translate to Hindi: To found cities and expand our reach is not to drift.,शहरों पाया और हमारी पहुंच के बहाव के लिए नहीं है विस्तार.,Hindi
translate to Hindi: Secondary Bundle,माध्यमिक बंडल,Hindi
translate to Hindi: Morse.,मोर्स.,Hindi
translate to Hindi: Terry.,टेरी.,Hindi
translate to Hindi: This is sorcery!,यह जादू है!,Hindi
translate to Hindi: SALLY'.,सैली' .,Hindi
translate to Hindi: They will not believe in it until they see the grievous Penalty;,"वे इसपर ईमान लाने को नहीं, जब तक कि दुखद यातना न देख लें",Hindi
translate to Hindi: 360 x 360 DPI,360 x 360 डीपीआई,Hindi
"translate to Hindi: Well, is it east or is it west?","खैर, यह पूर्व है या पश्चिम?",Hindi
"translate to Hindi: There you are loving them, and they do not love you. You believe in the entire Book. When they meet you they say: 'We, believe' But when alone, they bite their fingertips at you out of rage. Say: 'Die in your rage! Allah has knowledge of what is in your chests'",ऐ लोगों तुम ऐसे (सीधे) हो कि तुम उनसे उलफ़त रखतो हो और वह तुम्हें (ज़रा भी) नहीं चाहते और तुम तो पूरी किताब (ख़ुदा) पर ईमान रखते हो और वह ऐसे नहीं हैं (मगर) जब तुमसे मिलते हैं तो कहने लगते हैं कि हम भी ईमान लाए और जब अकेले में होते हैं तो तुम पर गुस्से के मारे उंगलियों काटते हैं (ऐ रसूल) तुम कह दो कि (काटना क्या) तुम अपने गुस्से में जल मरो जो बातें तुम्हारे दिलों में हैं बेशक ख़ुदा ज़रूर जानता है,Hindi
"translate to Hindi: And they said: ""If it had been the Will of the Most Beneficent (Allah), we should not have worshipped them (false deities)."" They have no knowledge whatsoever of that. They do nothing but lie!",और (क़यामत) में उनसे बाज़पुर्स की जाएगी और कहते हैं कि अगर ख़ुदा चाहता तो हम उनकी परसतिश न करते उनको उसकी कुछ ख़बर ही नहीं ये लोग तो बस अटकल पच्चू बातें किया करते हैं,Hindi
translate to Hindi: Top Secret,अति गुप्त,Hindi
translate to Hindi: Champagne.,शैम्पेन.,Hindi
"translate to Hindi: However, the disbelievers, who called Our revelations and the Day of Judgment lies, will be brought into torment.",मगर जिन लोगों के कुफ्र एख्तेयार किया और हमारी आयतों और आखेरत की हुज़ूरी को झुठलाया तो ये लोग अज़ाब में गिरफ्तार किए जाएँगे,Hindi
translate to Hindi: Edit condition for filter:,संपादन स्थिति इस फिल्टर के लिए,Hindi
translate to Hindi: C _template,एक फाइल प्रविष्ट करें,Hindi
translate to Hindi: Remove the queen of hearts.,लाल पान का दहला हटाएँ.,Hindi
translate to Hindi: May the gods bless Alexander!,देवताओं सिकंदर आशीर्वाद दे!,Hindi
"translate to Hindi: Let not those of you who possess bounty and plenty swear off giving kinsmen and the poor and those who emigrate in the way of God; but let them pardon and forgive. Do you not wish that God should forgive you? God is All-forgiving, All-compassionate.",और तुममें से जो लोग ज्यादा दौलत और मुक़द्दर वालें है क़राबतदारों और मोहताजों और ख़ुदा की राह में हिजरत करने वालों को कुछ देने (लेने) से क़सम न खा बैठें बल्कि उन्हें चाहिए कि (उनकी ख़ता) माफ कर दें और दरगुज़र करें क्या तुम ये नहीं चाहते हो कि ख़ुदा तुम्हारी ख़ता माफ करे और खुदा तो बड़ा बख्शने वाला मेहरबान है,Hindi
translate to Hindi: The user '%s' has shared a folder with you Message from '%s' %s Click 'Apply' to install the shared folder,इस उपयोक्ता '%s' ने एक फ़ोल्डर आपसे एक साझा किया है '%s' से संदेश %s इस साझा फ़ोल्डर संस्थापित करने के लिए 'अग्रेषित करें' बटन दबाएँ,Hindi
translate to Hindi: Right of,के दाँयेOutput is placed above another one,Hindi
translate to Hindi: - Look. There he is again.,"- देखो, ये फीर से है।",Hindi
translate to Hindi: Recall the Seventh Fleet from the Sea of Japan.,जापान के सागर से सातवें बेड़े स्मरण करो.,Hindi
"translate to Hindi: And those who argue concerning God after that answer has been made to Him, their argument is null and void in the sight of their Lord; anger shall rest upon them, and there awaits them a terrible chastisement.",और उसी की तरफ लौट कर जाना है और जो लोग उसके मान लिए जाने के बाद ख़ुदा के बारे में (ख्वाहमख्वाह) झगड़ा करते हैं उनके परवरदिगार के नज़दीक उनकी दलील लग़ो बातिल है और उन पर (ख़ुदा का) ग़ज़ब और उनके लिए सख्त अज़ाब है,Hindi
"translate to Hindi: Yeah, it's great.","हाँ, यह महान है.",Hindi
"translate to Hindi: And he fears,",और (ख़ुदा से) डरता है,Hindi
"translate to Hindi: And her sister, she's in the US.","और उसकी बहन, वह अमेरिका में है।",Hindi
"translate to Hindi: So We delivered him and his family, except his wife; We decreed she should be of those that tarried.",अन्ततः हमने उसे और उसके घरवालों को बचा लिया सिवाय उसकी स्त्री के। उसके लिए हमने नियत कर दिया था कि वह पीछे रह जानेवालों में से होगी,Hindi
"translate to Hindi: And abundant spoils that they will capture. And Allah is Ever All-Mighty, All-Wise.","और बहुत-सी ग़नीमतें भी, जिन्हें वे प्राप्त करेंगे। अल्लाह प्रभुत्वशाली, तत्वदर्शी है",Hindi
translate to Hindi: Color name:,रंग नामः,Hindi
