source,translated,language
translate to Marathi: Send & File,फाइल पाठवा (F) Description,Marathi
translate to Marathi: I have no clue what you're talking about.,तू काय बोलतेयस ह्याचा मला अजिबात पत्ता नाहीये.,Marathi
translate to Marathi: Bamum,तामुजKCharselect unicode block name,Marathi
translate to Marathi: Screen Reader,पटल वाचक,Marathi
translate to Marathi: Use window class and window & role (specific window),चौकट वर्ग व चौकट भूमिका वापरा (ठराविक चौकट) (r),Marathi
translate to Marathi: Music Sequencer,संगीत सीक्वेंसरGenericName,Marathi
translate to Marathi: Burn as _Image,प्रतिमा म्हणून बर्न करा (_I),Marathi
translate to Marathi: & Close,बंद करा (C),Marathi
translate to Marathi: Kublai Khan established the Yuan Dynasty in 1271.,कुबलाई खानने १२७१ साली युआन राजवंश स्थापित केलं.,Marathi
translate to Marathi: Taiwan isn't part of China.,ताइवान चीनचा भाग नाहीये.,Marathi
translate to Marathi: Change Icon,चिन्ह बदलवा,Marathi
translate to Marathi: User'nobody 'does not exist. Displaying user images will not work in KDM.,वापरकर्ता 'कोणीच नाही' अस्तित्वात नाही. वापरकर्ता प्रतिमा प्रदर्शीत करणे KDM अंतर्गत कार्य करत नाही. @ title: group UIDs belonging to system users like 'cron',Marathi
translate to Marathi: I can not say anything for the moment.,मी या क्षणी काहीही म्हणू शकत नाही.,Marathi
translate to Marathi: I'm popular.,मी लोकप्रिय आहे.,Marathi
translate to Marathi: The screen will turn to a custom color for the amount of time specified below.,खालिल निर्देशीत वेळ नुरूप पडद्यावर निवडलेले रंग दर्शविले जाईल.,Marathi
translate to Marathi: Cordless Optical Mouse,कॉर्डलेस् ऑपटिकल माऊस,Marathi
translate to Marathi: KDE Menu,KDE मेन्यूName,Marathi
translate to Marathi: Customize KDE Icons,KDE प्रतीक इच्छिक कराName,Marathi
translate to Marathi: Menu,मेनू,Marathi
translate to Marathi: Desktop Files,डेस्कटॉप क्यूबName,Marathi
translate to Marathi: My parents are not home.,माझे आई-बाबा घरी नाही आहेत.,Marathi
translate to Marathi: Everybody had a good year.,सर्वांचाच वर्ष बर्‍यापैकी गेला.,Marathi
translate to Marathi: split pane,विभाजित पटल,Marathi
translate to Marathi: May I put it here?,मी येथे ठेवू का?,Marathi
translate to Marathi: Come with me.,माझ्याबरोबर ये.,Marathi
translate to Marathi: Cannot create report,अहवाल निर्माण करू शकत नाही,Marathi
translate to Marathi: She is happy.,त्या खूष आहेत.,Marathi
translate to Marathi: That is his house.,ते त्यांचं घर आहे.,Marathi
translate to Marathi: Report bad entry,चुकिची नोंद नोंदवा,Marathi
translate to Marathi: I remember him well.,मला ते चांगल्यापणे आठवतात.,Marathi
translate to Marathi: Search & URI:,URI शोधा (U):,Marathi
translate to Marathi: I'm really confused.,मी खरच गोंधळलेले आहे.,Marathi
translate to Marathi: Nearest (fastest),सर्वात जवळचे (सार्वत तेज),Marathi
"translate to Marathi: Seeing these islands from the airplane, we thought that they were really beautiful.",या बेटांना विमानातुन बघताना ते आम्हाला फारच सुंदर वाटले.,Marathi
translate to Marathi: He lives in Cardiff.,तो कार्डिफमध्ये राहतो.,Marathi
translate to Marathi: kioclient remove'url '# Removes the URL # 'url' may be a list of URLs.,kioclient move 'src' 'dest' # Moves the URL 'src' to 'dest'. # 'src' may be a list of URLs.,Marathi
"translate to Marathi: How odd.. The sizes didn't match, email apt@packages.debian.org","किती विचित्र...आकार जुळत नाहीत, ईमेल apt@packages.debian.org",Marathi
"translate to Marathi: Being injured in an accident, he could not walk.",एका अपघातामुळे जखमी असल्यामुळे त्याला चालता येत नव्हतं.,Marathi
translate to Marathi: makekdewidgets,makekdewidgets,Marathi
translate to Marathi: Sheet,स्टाइलशीटComment,Marathi
translate to Marathi: Napoleons Tomb,नेपोलीयनचे टॉम्ब,Marathi
translate to Marathi: Are you a Filipino?,तू फिलिपिनो आहेस का?,Marathi
translate to Marathi: Who translated the Quran in Hebrew?,कुराणाचा हिब्रू भाषेत अनुवाद कोणी केला?,Marathi
translate to Marathi: Install a Diskless Image Server,डिस्करहीत इमेज सर्वर स्थापित करा,Marathi
translate to Marathi: You're not listening.,तू ऐकत नाहीयेस.,Marathi
translate to Marathi: Activate this option if you want the selected email client to be executed in a terminal (e. g. Konsole).,निवडलेले इमेल क्लाऐंट टर्मिनल अंतर्गत चालवायचे असल्यसा या पर्याय सक्रीय करा (उ. दा. कंसोल).,Marathi
translate to Marathi: We don't like Tom.,आम्हाला टॉम आवडत नाही.,Marathi
translate to Marathi: The school is closed.,शाळा बंद आहे.,Marathi
translate to Marathi: I don't have time to explain.,समजवायला माझ्याकडे वेळ नाहीये.,Marathi
"translate to Marathi: When Marcus arrived, I was sleeping.",मार्कस आला तेंव्हा मी झोपलेले.,Marathi
translate to Marathi: It took me an hour and a half to get there by car.,तिथे गाडीने पोचायला मला दीड तास लागला.,Marathi
translate to Marathi: I can't find my watch.,मला माझं घड्याळ सापडत नाहीये.,Marathi
translate to Marathi: Save As...,यानुरूप संचयीत करा...,Marathi
translate to Marathi: I'm taking good care of Tom.,मी टॉमची चांगली काळजी घेतोय.,Marathi
"translate to Marathi: Will not lock the session, as unlocking would be impossible:","सत्र कुलूपबंद करणार नाही, कारण त्यास उघडणे शक्य होणार नाही:",Marathi
translate to Marathi: My basket is under the table.,मेरी टोकरी मेज़ के नीचे है।,Marathi
translate to Marathi: Middle Eastern Scripts,मध्य पूर्वी स्क्रिप्ट्सKCharSelect section name,Marathi
"translate to Marathi: Sweden is called ""Sverige"" in Swedish.","स्वीडनला स्वीडिशमध्ये ""स्वॅर्य"" असं म्हणतात.",Marathi
translate to Marathi: Metacity (GNOME),मेटासिटी (GNOME) Name,Marathi
translate to Marathi: Are these your things?,ह्या तुझ्या वस्तू आहेत का?,Marathi
translate to Marathi: I'll call on you on Sunday.,मी तुला रविवारी फोन करीन.,Marathi
translate to Marathi: Is that website good?,ते संकेतस्थळ चांगलं आहे का?,Marathi
translate to Marathi: I heard a Japanese nightingale.,मला एका जपानी बुलबुलचा आवाज ऐकू आला.,Marathi
translate to Marathi: Toggle ^Approved,टाॅगल संमत,Marathi
"translate to Marathi: If you take this medicine, you will feel better.",तुम्ही जर हे औषध घेतलंत तर तुम्हाला बरं वाटेल.,Marathi
translate to Marathi: Quest Game,क्वैस्ट खेळName,Marathi
translate to Marathi: He likes to travel alone.,त्याला एकट्याने प्रवास करायला आवडतो.,Marathi
translate to Marathi: Unable to correct missing packages.,न सापडणारी पॅकेजेस नीट करण्यास असमर्थ.,Marathi
translate to Marathi: I have a stomachache.,माझं पोट दुखतंय.,Marathi
translate to Marathi: It's an old piano.,तो एक जुना पिआनो आहे.,Marathi
translate to Marathi: Tom is a Luddite.,टॉम लडाइट आहे.,Marathi
translate to Marathi: Where is your cap?,तुमची टोपी कुठेय?,Marathi
translate to Marathi: Author,लेखकNAME OF TRANSLATORS,Marathi
translate to Marathi: LXDE desktop environment,एक्सएफासीई डेस्कटॉप परिवेश,Marathi
translate to Marathi: I work in a pharmacy.,मी एका औषधालयात काम करतो.,Marathi
translate to Marathi: Sanskrit,संस्कृतName,Marathi
translate to Marathi: He's just arrived.,तो आत्ताच पोचलाय.,Marathi
translate to Marathi: Everyone's laughing.,सर्वजण हसताहेत.,Marathi
translate to Marathi: User Name,वापरकर्ता नाव,Marathi
translate to Marathi: General Montcalm attacked several British forts in 1757.,सेनापती मोन्टकामने १७५७ सालात अनेक ब्रटिश गडांवर स्वारी केली.,Marathi
translate to Marathi: You're even taller than I am.,तू तर माझ्यापेक्षाही उंच आहेस.,Marathi
translate to Marathi: Use this button to remove a selected possible duplicate,@ info,Marathi
translate to Marathi: The game is fun.,हा खेळ मजेशीर आहे.,Marathi
translate to Marathi: Enable Password-Less Logins,गुप्तशब्द विना दाखलन कार्यान्वीत करा (L),Marathi
translate to Marathi: E: The update command takes no arguments,E:अद्ययावत करा ही आज्ञा कोणतेही विवाद विधान घेत नाही,Marathi
translate to Marathi: Open Devices and Folder Bookmarks,साधन व संचयीका ओळखचिन्ह उघडाComment,Marathi
translate to Marathi: Do you have a bike?,तुमच्याकडे बाईक आहे का?,Marathi
translate to Marathi: French and Arabic are spoken in this country.,या देशात फ्रेंच व अरबी बोलल्या जातात.,Marathi
translate to Marathi: Removing %s,%s काढून टाकत आहे,Marathi
translate to Marathi: English is the world's language.,इंग्रजी जगाची भाषा आहे.,Marathi
translate to Marathi: I have read this book before.,मी हे पुस्तक अगोदर वाचलं आहे.,Marathi
translate to Marathi: Konqueror Preloading During KDE startup,KDE चालू होतेवेळी कॉन्करर प्रीलोड होत आहेName,Marathi
translate to Marathi: Tom looks bored.,टॉम कंटाळलेला दिसतोय.,Marathi
translate to Marathi: Color 3 (Intense),रंग 3 (तीव्र),Marathi
translate to Marathi: A sentence is a sentence.,वाक्य म्हणजे वाक्य.,Marathi
translate to Marathi: Iagno,इगानोGenericName,Marathi
translate to Marathi: I_mport Session,सत्र आयात करा (_m),Marathi
translate to Marathi: _Check Disc…,डिस्क तपासा (_C)…,Marathi
translate to Marathi: Window %1,चौकट% 1,Marathi
translate to Marathi: My sister is famous.,माझी बहीण प्रसिद्ध आहे.,Marathi
translate to Marathi: Butterfly is a very nice word.,फुलपाखरू हा एक अतिशय चांगला शब्द आहे.,Marathi
translate to Marathi: Tab bar to switch activities,कार्य बदलविण्याकरीता टॅबबारName,Marathi
translate to Marathi: Gregorian (Proleptic),ग्रेगोरियन@ item Calendar system,Marathi
translate to Marathi: I didn't finish it.,मी ते संपवलं नाही.,Marathi
translate to Marathi: My stomach is full.,माझं पोट भरलंय.,Marathi
translate to Marathi: That's a church.,ते चर्च आहे.,Marathi
translate to Marathi: Do you have a book written in English?,तुमच्याकडे एखादं इंग्रजीत लिहिलेलं पुस्तक आहे का?,Marathi
translate to Marathi: Try on this sweater.,हे स्वेटर घालून पाहा.,Marathi
"translate to Marathi: The English people believes itself to be free; it is gravely mistaken; it is free only during the election of the members of Parliament; as soon as they are elected, the people become slaves; they are nothing.","इंग्रज जनता स्वतःला स्वतंत्र समझते; यात ती गंभीरपणे चुकते; ती फक्त संसदेच्या सदस्यांच्या निवडेच्या वेळीच स्वतंत्र असते; एकदा ते निवडून आले, लोकं गुलाम बनतात; शून्य होऊन जातात.",Marathi
translate to Marathi: Iface Name,फासा खेळName,Marathi
translate to Marathi: Enabling,कार्यान्वीत करत आहे,Marathi
translate to Marathi: She boiled the eggs.,तिने अंडी उकळली.,Marathi
translate to Marathi: Color for links,लिंक करीता रंग,Marathi
translate to Marathi: Suspend to & Disk,डिस्क करीता सस्पेंड करा (D),Marathi
"translate to Marathi: Europe, Central","यूरोप, सेंट्रलName",Marathi
translate to Marathi: Why didn't you tell me that before?,तू मला ते आधी का नाही सांगितलंस?,Marathi
translate to Marathi: We've tried that.,आम्ही ते करून बघितलंय.,Marathi
translate to Marathi: He was the ruler of the Inca Empire.,तो इंका साम्राज्याचा सत्ताधीश होता.,Marathi
translate to Marathi: Fluxbox,फ्ल्क्सबॉक्सComment,Marathi
"translate to Marathi: Idleness is the home of illness, illness is the home of death.","रोगाचे घर निरुद्योग, मृत्यूचे घर रोग.",Marathi
translate to Marathi: Import Tab From File...,फाइल पासून टॅब इम्पोर्ट करा (o)...,Marathi
translate to Marathi: accept the proposed changes,प्रस्तावित बदल स्वीकारा,Marathi
translate to Marathi: htmerge,htmerge (m),Marathi
translate to Marathi: Includes your language settings in the browser identification text to obtain localized versions of the page.,पानाचे भाषांतरीय आवृत्ती प्राप्त करण्याकरीता ब्राऊजर ओळखणी पाठ्य अंतर्गत भाषा संयोजना समाविष्टीत आहे.,Marathi
translate to Marathi: A number of people were drowned.,अनेक लोकांना बुडवलं गेलं.,Marathi
translate to Marathi: Error during rename.,पुन्हनामांकन वेळी त्रुटी.,Marathi
translate to Marathi: Set a vertical layout,उभी मांडणी निश्चित करा,Marathi
translate to Marathi: ^First Solution,पहिले उत्तर,Marathi
translate to Marathi: MOV Video Player,एमओवी वीडियो प्लेयरName,Marathi
"translate to Marathi: At the Fukushima No.1 nuclear power plant, all the reactors stopped just after the quake.",फुकुशिमा क्र.१ शक्ती-संयंत्रात भूकंपानंतर सर्व अणुभट्ट्या बंद पडल्या.,Marathi
"translate to Marathi: [ %i%% ] (%sB/s, %s remaining)","[ %i%% ] (%sB/s, %s उरले आहे)",Marathi
translate to Marathi: You have requested to open more than 20 bookmarks in tabs. This might take a while. Continue?,तुम्ही टॅब अंतर्गत 20 पेक्षा जास्त ओळखचिन्ह उघडण्याची विनंती केली आहे. यांस जरा वेळ लागू शकतो. पुढे जायचे?,Marathi
translate to Marathi: gAlan,gAlanGenericName,Marathi
translate to Marathi: Behavior on middle click onto the maximize button.,बटन वाढवितेवेळी मध्य क्लिकचे वर्तन.,Marathi
"translate to Marathi: The height of the video captured from the camera, in pixels","कॅमेरापासून प्राप्त व्हिडिओची ऊंची, पिक्सेल्स्मध्ये",Marathi
translate to Marathi: The removal request was successfully registered.,रद्द करण्याची विनंती यशस्वीपूर्वक पंजीकृत केली गेली.,Marathi
translate to Marathi: He cannot write his own name.,ते स्वतःचं नाव लिहू शकत नाही.,Marathi
translate to Marathi: Use & sticky keys,स्टिकी कि वापरा (t),Marathi
translate to Marathi: This list displays partitions of your system.,ही यादी प्रणालीवरील विभाजन दर्शवितो.,Marathi
translate to Marathi: & Select Tabs...,टॅब पुन्हनामांकीत करा (R)...,Marathi
translate to Marathi: I live in Moscow.,मी मॉस्कोमध्ये राहतो.,Marathi
translate to Marathi: Cache,कैशComment,Marathi
translate to Marathi: Simple_action,सामान्य_ क्रियाComment,Marathi
translate to Marathi: Perhaps it will rain tomorrow.,उद्या कदाचित पाऊस पडेल.,Marathi
translate to Marathi: Shallow water makes the most sound.,उथळ पाण्याला खळखळाट फार.,Marathi
translate to Marathi: What's that building?,ती कोणती बिल्डिंग आहे?,Marathi
"translate to Marathi: In Latin, ""gallus"" means both ""cock"" and ""Frenchman"".","लॅटिनमध्ये ""गाल्लुस""चा अर्थ दोन्ही ""कोंबडा"" व फ्रेंच माणूस.",Marathi
translate to Marathi: Everyone's going.,सगळे जाताहेत.,Marathi
translate to Marathi: Ken goes to school by bus.,केन बसने शाळेत जातो.,Marathi
translate to Marathi: Display the date of the day,दिवसातील दिनांक दर्शवा,Marathi
translate to Marathi: Use a 'status-line' download indicator for all downloads,"सर्व डाउनलोडससाठी स्थिती-रेखा डाउनलोड दर्शक वापरा, किंवा उतरवून घेणाऱ्या सर्व गोष्टींसाठी स्थिती-रेखा उतरवून घेणारा दर्शक वापरा.",Marathi
translate to Marathi: Library to use XMPP emoticons theme,XMPP भावरेषा सुत्रयोजना वापरण्याकरीता लायब्ररीComment,Marathi
translate to Marathi: No results found.,परिणाम आढळले नाही.,Marathi
"translate to Marathi: Forget which packages are ""new"" whenever the package lists are updated","पॅकेज सूची जेव्हा अद्ययावत केल्या जातात, तेव्हा कोणती पॅकेजेस ""new"" (नवीन) आहेत, ते विसरून जा.",Marathi
translate to Marathi: Jack Mastering Tool,जैक मास्टरिंग साधनName,Marathi
translate to Marathi: Kurt V. Hindenburg,Kurt V. Hindenburg,Marathi
translate to Marathi: Japan,जपानName,Marathi
translate to Marathi: Who was sent to save the princess?,राजकन्येला वाचवायला कोणाला पाठवलं गेलं?,Marathi
translate to Marathi: Lan_guage,भाषा (_ g) @ action: button,Marathi
translate to Marathi: This report is considered helpful.,@ info,Marathi
translate to Marathi: I like this game.,मला हा गेम आवडतो.,Marathi
translate to Marathi: Bugfixes and optimizations,बग निर्धारण व सुधारणा,Marathi
translate to Marathi: Password strength meter:,पासवर्ड सामर्थ्य मीटर:,Marathi
translate to Marathi: Her bike is blue.,तिची बाइक निळी आहे.,Marathi
translate to Marathi: kcmkwinoptions,kcmkwinoptions,Marathi
translate to Marathi: Paone,काहीच नाहीCoptic month 11 - LongName,Marathi
translate to Marathi: They'll go away.,ते जातील.,Marathi
translate to Marathi: Copying CD,CD प्रतिकृत करत आहे,Marathi
translate to Marathi: Memory controller,संदेश नियंत्रण,Marathi
translate to Marathi: Run to breakpoint...,ब्रेकपॉईन्ट पर्यंत चालवा...,Marathi
translate to Marathi: We should make something like that.,आपणही तसं काहीतरी बनवायला पाहिजे.,Marathi
translate to Marathi: %B%s%b will be re-installed.,%B%s%b पुर्नसंस्थापित होईल.,Marathi
translate to Marathi: Is there life on Mars?,मंगळावर जीवन आहे का?,Marathi
translate to Marathi: Here. Take this with you. It might come in handy.,हे घे. तुझ्याबरोबर घेऊन ठेव. कामात येऊ शकेल.,Marathi
translate to Marathi: Quito is the capital of Ecuador.,एक्वादोरची राजधानी क्वितो आहे.,Marathi
translate to Marathi: of Mar,मार्च चाof April,Marathi
translate to Marathi: I watch television twice a week.,मी आठवड्यातून दोनदा टीव्ही बघते.,Marathi
translate to Marathi: He almost died.,तो तर जवळजवळ मेलाच.,Marathi
translate to Marathi: Amharic,अम्हारिकName,Marathi
translate to Marathi: Removal of entry,नोंदणी काढूण टाकणे,Marathi
translate to Marathi: Change to Desktop 20,डेस्कटॉप 20 वर जाComment,Marathi
translate to Marathi: Email:,ईमेल:,Marathi
translate to Marathi: Tile Game,टाइल खेळName,Marathi
"translate to Marathi: ""Have you seen my cell phone?"" ""It's on the table.""","""तू माझा मोबाईल पाहिला आहेस का?"" ""टेबलावर आहे.""",Marathi
translate to Marathi: Configure fonts for Ghostscript,"""% 1"" करीता प्रवेश प्राप्त करू शकत नाही.",Marathi
translate to Marathi: & Server response:,सर्वर प्रतिसाद (S):,Marathi
"translate to Marathi: After this operation, %sB disk space will be freed.","या क्रियेनंतर, %sB डिस्क जागा मोकळी होईल.",Marathi
translate to Marathi: of Far,ओरदी चाof Khordad short,Marathi
translate to Marathi: I would like to be Picasso.,मला पिकासो बनायला आवडेल.,Marathi
translate to Marathi: India is now short of food.,भारतात आत्ता खाण्याची कमी आहे.,Marathi
translate to Marathi: Many young Romans went to Greece.,अनेक तरूण रोमन ग्रीसला गेले.,Marathi
translate to Marathi: Tatoeba is watching you.,तातोएबाचं तुमच्यावर लक्ष्य आहे.,Marathi
translate to Marathi: There was only one left.,एकच उरलेलं.,Marathi
translate to Marathi: Format,"ColorMunki, HP Deskjet d1300 Series",Marathi
translate to Marathi: Extensions,वाढीव कार्यक्रम,Marathi
translate to Marathi: Tom decided to stay until 2:30.,टॉमने २:३० वाजे पर्यंत रहायचा निर्णय केला.,Marathi
translate to Marathi: & Titlebar double-click:,शिर्षकपट्टीवर दोनवेळा- क्लिक करा (T):,Marathi
translate to Marathi: Can't pass document URIs to a 'Type=Link' desktop entry,'Type=Link' डेस्कटॉप नोंदणी करीता दस्तऐवजातील URIs पाठवणे अशक्य,Marathi
translate to Marathi: There's more wind today than yesterday.,कालच्यापेक्षा आज जास्त वारा आहे.,Marathi
translate to Marathi: This idea has never entered my head before.,ही कल्पना माझ्या डोक्यात आधी कधीही शिरली न्हवती.,Marathi
translate to Marathi: Latvian Lats,लाटवियाName,Marathi
translate to Marathi: I don't even have a single girlfriend.,माझ्याकडे तर एकही गर्लफ्रेंड नाहीये.,Marathi
translate to Marathi: Corrupted Files,सदोषीत फाइलं,Marathi
translate to Marathi: Alsa Modular Synthesizer,आल्सा विभागर सिंथेसाइजरName,Marathi
translate to Marathi: The stolen jewels must be recovered at any cost.,चोरलेले रत्ने कोणत्याही किंमतीत परत मिळवले पाहिजेत.,Marathi
"translate to Marathi: He said, ""Come with us.""","ते म्हणाले, ""आमच्याबरोबर या.""",Marathi
translate to Marathi: He didn't know that.,त्याला ते माहीत नव्हतं.,Marathi
translate to Marathi: What should I do now?,मी आता काय करायला हवं?,Marathi
translate to Marathi: Shouting at your computer will not help.,तुझ्या संगणकाला ओरडून काय तुझी मदत होणार नाही.,Marathi
"translate to Marathi: I am a teacher, too.",मी पण शिक्षक आहे.,Marathi
translate to Marathi: Delete Dialog,संवाद काढूण टाकाComment,Marathi
translate to Marathi: Require spaces around emoticons,इमॉटिकॉन भोवती मोकळी जागा आवश्यक आहे,Marathi
"translate to Marathi: Punctuation, Final Quote","विरामचिन्ह, अंतिम अवतरण",Marathi
translate to Marathi: Sebastian Trüg,Sebastian Trüg,Marathi
translate to Marathi: _Remote login,दूरस्थ दाखलन (_ R),Marathi
translate to Marathi: Write the alphabet in capitals.,वर्णमाला कॅपिटल अक्षरांमध्ये लिहा.,Marathi
translate to Marathi: Enter a custom bug report number,@ label,Marathi
translate to Marathi: Fan %1,फॅन% 1,Marathi
translate to Marathi: You might want to run 'apt-get -f install' to correct these.,हे बरोबर करण्यासाठी तुम्हाला `apt-get -f संस्थापना' प्रोग्राम चालू करावा लागेल.,Marathi
translate to Marathi: Close the current tab,वर्तमान टॅब बंद करा,Marathi
translate to Marathi: This hat cost ten dollars.,या टोपीची किंमत दहा डॉलर आहे.,Marathi
translate to Marathi: The Japanese watch Japan too much and don't know the situation overseas. Koreans watch Japan only and don't know the situation of their own country.,जपानी लोकं जपानवर इतकी नजर ठेवतात की त्यांना विदेशातल्या स्थितीचा पत्ता नसतो. कोरियन लोकं फक्त जपानवर नजर ठेवतात आणि त्यांना स्वतःच्याच देशातल्या स्थितीचा पत्ता नसतो.,Marathi
translate to Marathi: There isn't anyone in the room.,खोलीत कोणीही नाहीये.,Marathi
translate to Marathi: I play basketball with Tom.,मी टॉमबरोबर बास्केटबॉल खेळतो.,Marathi
"translate to Marathi: This action runs Konsole, after pressing Ctrl+Alt+T.","Ctrl+Alt+T दाबल्यावर, ही कृती Konsole चालविते. Name",Marathi
translate to Marathi: Monica does study a lot.,मॉनिका तर खूप अभ्यास करतेच.,Marathi
translate to Marathi: Undo until there are enough cards to fill all tableau piles,सर्व tableau पाईल्स् भरण्यासाठी अतिरीक्त कार्ड आढळलेपर्यंत पूर्ववत् करा,Marathi
translate to Marathi: Bacchus has drowned more men than Neptune.,नेपच्यूनपेक्षा जास्त माणसांना बॅक्कसने बुडवलंय.,Marathi
translate to Marathi: He became a famous actor.,तो एक प्रसिद्ध अभिनेता बनला.,Marathi
translate to Marathi: She turned around suddenly.,ती अचानक उलटी फिरली.,Marathi
translate to Marathi: Sidebar,इतिहास बाजूचीपट्टीName,Marathi
translate to Marathi: Mandriva,@ label: listbox KDE distribution method,Marathi
translate to Marathi: I will not be afraid.,मी घाबरणार नाही.,Marathi
translate to Marathi: The plane arrived on time.,विमान वेळेवर पोचलं.,Marathi
translate to Marathi: The English established colonies in America in 1609.,इंग्रजांनी अमेरिकेत १६०९ साली वसाहती बसवल्या.,Marathi
translate to Marathi: Everyone mistakes me for my brother.,सगळे मला माझा भाऊच समजतात.,Marathi
translate to Marathi: My father is going to China.,माझे बाबा चीनला जाताहेत.,Marathi
translate to Marathi: Recent Documents,अलिकडील दस्तऐवजComment,Marathi
translate to Marathi: Find ^Broken,शोधा तुटके.,Marathi
translate to Marathi: Configuration of standard keybindings,मानक किबाइन्डींगची संयोजनाName,Marathi
translate to Marathi: File size,प्रणालीComment,Marathi
translate to Marathi: It makes no difference to me whether you are rich or poor.,तू श्रीमंत आहेस की गरीब याने मला काहीही फरक पडत नाही.,Marathi
translate to Marathi: The only difference between me and a madman is that I'm not mad.,माझ्यात आणि एखाद्या वेड्या माणसात इतकाच फरक आहे की मी वेडा नाहीये.,Marathi
translate to Marathi: There is no selected disc image.,नीवडलेली डिस्क प्रतिमा आढळली नाही.,Marathi
translate to Marathi: Stop Loading,दाखलन थांबवाComment,Marathi
translate to Marathi: I want something sweet.,मला काहितरी गोड हवय.,Marathi
translate to Marathi: What became of them?,त्यांचं काय झालं?,Marathi
translate to Marathi: ZIP Device...,ZIP साधन... Comment,Marathi
translate to Marathi: Instant Messenger with a D-Bus interface,D- Bus संवादपटरहीत जलद संदेशवाहकName,Marathi
translate to Marathi: I like this place.,मला ही जागा आवडते.,Marathi
translate to Marathi: Restricted Install,प्रतिबंधीत प्रतिष्ठापनाComment,Marathi
translate to Marathi: Are there any English magazines in this library?,या ग्रंथालयात कोणती इंग्रजी मासिके आहेत का?,Marathi
translate to Marathi: We named our dog White.,"आपण आपल्या कुत्र्याचं नाव ""वाईट"" ठेवलं.",Marathi
translate to Marathi: Jack,Jack,Marathi
translate to Marathi: Serbian Latin,लॅटिनName,Marathi
translate to Marathi: Documents path:,दस्तऐवज मार्ग (o):,Marathi
translate to Marathi: She became an actress.,ती अभिनेत्री बनली.,Marathi
translate to Marathi: Total dependency version space:,एकूण परावलंबित आवृत्ती अवकाश:,Marathi
"translate to Marathi: He gave me 10,000 yen.","त्याने मला १०,००० येन दिले.",Marathi
translate to Marathi: Used to display text beside toolbar icons.,साधनपट्टी चिन्हाच्या व्यतिरिक्त पाठ्य दर्शविण्याकरीता वापरले जाते.,Marathi
translate to Marathi: Why are you sitting alone in the dark?,तू अंधारात एकटाच कशाला बसला आहेस?,Marathi
translate to Marathi: Japan has economically become a powerful nation.,जपान हा आर्थिकदृष्ट्या एक ताकदवान देश बनला आहे.,Marathi
translate to Marathi: Tom is my son.,टॉम माझा मुलगा आहे.,Marathi
translate to Marathi: Wallis and Futuna,वालिस व फुतुनाName,Marathi
translate to Marathi: Recent projects:,अलिकडील प्रकल्प:,Marathi
translate to Marathi: Fourteen,चौदा,Marathi
translate to Marathi: No major requirements (0x00),मुख्य आवश्यकता नाही (0x00),Marathi
translate to Marathi: What do you call this flower?,ह्या फुलाला काय म्हणतात?,Marathi
translate to Marathi: What does this kanji mean?,या कान्जीचा अर्थ काय आहे?,Marathi
translate to Marathi: Konqueror Behavior You can configure how Konqueror behaves as a file manager here.,Konqueror वर्तन तुम्ही Konqueror ला फाइल व्यवस्थापक नुरूप येथे संयोजीत करू शकता.,Marathi
"translate to Marathi: He liked Ann, but then his parents didn't.","त्याला अॅन आवडत होती, पण त्याच्या आई-वडीलांना नाही.",Marathi
translate to Marathi: Sapphire,सॅफायरComment,Marathi
translate to Marathi: Saint Pierre and Miquelon,संत पीयरे आणि मीकेलोनName,Marathi
translate to Marathi: I'm afraid of dogs.,मी कुत्र्यांशी घाबरतो.,Marathi
translate to Marathi: Replace Clipboard,< रिकामे क्लिपबोर्ड >,Marathi
translate to Marathi: It is dark in that room.,त्या खोलीत काळोख आहे.,Marathi
translate to Marathi: Audio Outputs found on your system. Choose the device that you wish sound to come out of.,प्रणलीवर आडिओ आऊटपुट आढळले. आवाज येणाऱ्या साधनाची निवड करा.,Marathi
translate to Marathi: For more detailed documentation on Konqueror click here.,Konqueror विषयी अधिक विस्तृत दस्तऐवजीकरण करीता येथे क्लिक करा.,Marathi
translate to Marathi: What did you do then?,मग काय केलंस?,Marathi
translate to Marathi: You'll like this.,तुला हे आवडेल.,Marathi
translate to Marathi: Something's wrong with Tom's car.,टॉमच्या गाडीत काहीतरी गडबड आहे.,Marathi
translate to Marathi: Type of media (extension and format) you were watching and/ or listening to.,@ label examples about information the user can provide,Marathi
translate to Marathi: Configure the window behavior,चौकट व्यवहार संयोजीत कराName,Marathi
translate to Marathi: I like that place.,मला ती जागा आवडते.,Marathi
translate to Marathi: Burning video disc,व्हिडीओ डिस्क बर्न करत आहे,Marathi
"translate to Marathi: She's beautiful, too.",तीही सुंदर आहे.,Marathi
translate to Marathi: I gave you my word.,मी तुला वचन दिलं.,Marathi
translate to Marathi: We gave our mother a watch.,आपण आपल्या आईसाठी एक घड्याळ आणून दिलं.,Marathi
translate to Marathi: %BInstall%b the following packages:%n,खालील पॅकेज%B संस्थापित करा %b %n,Marathi
translate to Marathi: Show %1 specific options,% 1 ठराविक पर्याय दर्शवा,Marathi
translate to Marathi: The screen has been locked,परिवर्तक कि कुलूपबंद केले गेले आहेName,Marathi
translate to Marathi: What language is spoken in Mexico?,मेक्सिकोमध्ये कोणती भाषा बोलली जाते?,Marathi
